Date,City,Time of Day,Temperature (F),Precipitation Inches,Humidity Percentage,Wind Speed MPH,Weather Condition
3/10/2024 6:33:07 PM,New York,Morning,79.5,0.42,48,8.5,Snowy
3/11/2024 6:33:07 PM,New York,Morning,43.5,1.21,13,17.2,Rainy
3/12/2024 6:33:07 PM,New York,Morning,78.2,1.07,39,5,Snowy
3/13/2024 6:33:07 PM,New York,Morning,49.1,0.33,47,2.1,Foggy
3/14/2024 6:33:07 PM,New York,Morning,88.2,0.48,60,2.5,Rainy
3/15/2024 6:33:07 PM,New York,Morning,35.9,0.13,87,8.1,Windy
3/16/2024 6:33:07 PM,New York,Morning,84.1,0.13,45,8.6,Sunny
3/17/2024 6:33:07 PM,New York,Morning,37,0.03,92,14.4,Foggy
3/18/2024 6:33:07 PM,New York,Morning,91.7,0.44,69,4.8,Rainy
3/19/2024 6:33:07 PM,New York,Morning,51.3,1.36,60,14,Rainy
3/20/2024 6:33:07 PM,New York,Morning,75.8,0.63,85,20,Windy
3/21/2024 6:33:07 PM,New York,Morning,64.1,0.69,58,17.3,Foggy
3/22/2024 6:33:07 PM,New York,Morning,55.6,0.26,24,12.7,Snowy
3/23/2024 6:33:07 PM,New York,Morning,75.2,1.15,82,18.8,Foggy
3/24/2024 6:33:07 PM,New York,Morning,96.3,0.68,93,19.8,Snowy
3/25/2024 6:33:07 PM,New York,Morning,32.9,1.35,37,11.4,Snowy
3/26/2024 6:33:07 PM,New York,Morning,94.3,1.48,34,5.5,Sunny
3/27/2024 6:33:07 PM,New York,Morning,72.6,1.17,89,18.3,Windy
3/28/2024 6:33:07 PM,New York,Morning,86.5,0.55,91,16.9,Rainy
3/29/2024 6:33:07 PM,New York,Morning,56.9,1.02,45,1.7,Snowy
3/30/2024 6:33:07 PM,New York,Morning,63,0.5,13,18.7,Snowy
3/31/2024 6:33:07 PM,New York,Morning,90.8,1.81,30,7.3,Snowy
4/1/2024 6:33:07 PM,New York,Morning,59,1.53,74,6.4,Cloudy
4/2/2024 6:33:07 PM,New York,Morning,67.4,0.99,78,6.9,Sunny
4/3/2024 6:33:07 PM,New York,Morning,31.4,1.93,19,6.4,Snowy
4/4/2024 6:33:07 PM,New York,Morning,41.1,1.09,59,10.3,Foggy
4/5/2024 6:33:07 PM,New York,Morning,74.9,0.66,94,11.6,Cloudy
4/6/2024 6:33:07 PM,New York,Morning,80.2,0.19,19,8.5,Windy
4/7/2024 6:33:07 PM,New York,Morning,70.8,1.09,99,8.3,Rainy
4/8/2024 6:33:07 PM,New York,Morning,40,1.72,25,14.7,Snowy
4/9/2024 6:33:07 PM,New York,Morning,61.2,1.73,47,0.1,Sunny
4/10/2024 6:33:07 PM,New York,Morning,54.9,1.21,76,18.9,Snowy
4/11/2024 6:33:07 PM,New York,Morning,64.7,0.79,29,14.3,Sunny
4/12/2024 6:33:07 PM,New York,Morning,90.9,1.3,78,14.1,Cloudy
4/13/2024 6:33:07 PM,New York,Morning,84.3,1.52,79,8.4,Sunny
4/14/2024 6:33:07 PM,New York,Morning,35.9,0.82,34,19.3,Foggy
4/15/2024 6:33:07 PM,New York,Morning,92.3,0.95,98,0,Windy
4/16/2024 6:33:07 PM,New York,Morning,63,1.36,63,1.5,Sunny
4/17/2024 6:33:07 PM,New York,Morning,82.1,1.75,21,16.1,Foggy
4/18/2024 6:33:07 PM,New York,Morning,39.8,1.58,74,14.8,Rainy
4/19/2024 6:33:07 PM,New York,Morning,77,0.04,63,5.4,Cloudy
4/20/2024 6:33:07 PM,New York,Morning,46.5,0.25,76,11.9,Sunny
4/21/2024 6:33:07 PM,New York,Morning,60.7,1.71,30,10.6,Snowy
4/22/2024 6:33:07 PM,New York,Morning,31.2,1.67,14,10.5,Windy
4/23/2024 6:33:07 PM,New York,Morning,40.6,0.78,67,11.9,Rainy
4/24/2024 6:33:07 PM,New York,Morning,36.4,1.17,88,19.9,Sunny
4/25/2024 6:33:07 PM,New York,Morning,46.8,1.81,13,19.7,Sunny
4/26/2024 6:33:07 PM,New York,Morning,37,1.82,28,19.6,Rainy
4/27/2024 6:33:07 PM,New York,Morning,78.4,1.57,90,11,Rainy
4/28/2024 6:33:07 PM,New York,Morning,32,0.42,64,6.4,Sunny
4/29/2024 6:33:07 PM,New York,Morning,73.2,1.46,70,11.2,Snowy
4/30/2024 6:33:07 PM,New York,Morning,39.8,0.2,81,12.5,Snowy
5/1/2024 6:33:07 PM,New York,Morning,96.2,1.79,33,6.2,Snowy
5/2/2024 6:33:07 PM,New York,Morning,95.3,0.3,77,12.7,Sunny
5/3/2024 6:33:07 PM,New York,Morning,45.8,1.32,97,12.4,Cloudy
5/4/2024 6:33:07 PM,New York,Morning,73,1.22,28,18.1,Sunny
5/5/2024 6:33:07 PM,New York,Morning,32,1.55,33,4.8,Cloudy
5/6/2024 6:33:07 PM,New York,Morning,95.2,1.1,63,14,Snowy
5/7/2024 6:33:07 PM,New York,Morning,66.6,0.12,30,9,Sunny
5/8/2024 6:33:07 PM,New York,Morning,33,1.41,90,2.6,Foggy
5/9/2024 6:33:07 PM,New York,Morning,54,0.77,81,6.3,Snowy
5/10/2024 6:33:07 PM,New York,Morning,35.4,0.64,28,1.1,Sunny
5/11/2024 6:33:07 PM,New York,Morning,57.5,1.98,84,6.4,Snowy
4/12/2023 6:33:07 PM,New York,Afternoon,76.9,1.18,62,1.4,Rainy
4/13/2023 6:33:07 PM,New York,Afternoon,62.9,1.42,59,18.5,Foggy
4/14/2023 6:33:07 PM,New York,Afternoon,56.9,1.05,32,2,Sunny
4/15/2023 6:33:07 PM,New York,Afternoon,38.3,1.54,46,16.3,Cloudy
4/16/2023 6:33:07 PM,New York,Afternoon,47.1,1.5,37,18.1,Snowy
4/17/2023 6:33:07 PM,New York,Afternoon,37,1.31,96,9.4,Foggy
4/18/2023 6:33:07 PM,New York,Afternoon,86.5,2,85,1.1,Foggy
4/19/2023 6:33:07 PM,New York,Afternoon,39.5,0.92,89,11.9,Foggy
4/20/2023 6:33:07 PM,New York,Afternoon,71.7,1.41,89,4.7,Windy
4/21/2023 6:33:07 PM,New York,Afternoon,54,1.6,87,3.5,Cloudy
4/22/2023 6:33:07 PM,New York,Afternoon,45.8,0.75,80,11.3,Windy
4/23/2023 6:33:07 PM,New York,Afternoon,74.8,0.91,30,7.1,Snowy
4/24/2023 6:33:07 PM,New York,Afternoon,62,1.94,30,14.6,Foggy
4/25/2023 6:33:07 PM,New York,Afternoon,58,0.06,50,11.8,Sunny
4/26/2023 6:33:07 PM,New York,Afternoon,71.5,0.67,44,16.6,Sunny
4/27/2023 6:33:07 PM,New York,Afternoon,64.4,0.97,97,1.2,Sunny
4/28/2023 6:33:07 PM,New York,Afternoon,51.2,0,10,4.7,Windy
4/29/2023 6:33:07 PM,New York,Afternoon,69.1,1.8,87,11.3,Foggy
4/30/2023 6:33:07 PM,New York,Afternoon,76.9,0.57,93,17.6,Snowy
5/1/2023 6:33:07 PM,New York,Afternoon,31.9,0.52,91,16.3,Rainy
5/2/2023 6:33:07 PM,New York,Afternoon,62.6,1.64,76,13.6,Sunny
5/3/2023 6:33:07 PM,New York,Afternoon,34,0.56,79,11.5,Snowy
5/4/2023 6:33:07 PM,New York,Afternoon,43,1.32,13,12.6,Rainy
5/5/2023 6:33:07 PM,New York,Afternoon,69.2,1.64,10,4.3,Rainy
5/6/2023 6:33:07 PM,New York,Afternoon,90.6,1.58,30,11.9,Snowy
5/7/2023 6:33:07 PM,New York,Afternoon,91.8,1.56,91,9.9,Sunny
5/8/2023 6:33:07 PM,New York,Afternoon,34.9,0.18,61,7.7,Sunny
5/9/2023 6:33:07 PM,New York,Afternoon,59.3,0.16,62,17.8,Cloudy
5/10/2023 6:33:07 PM,New York,Afternoon,70.8,0.61,94,16.6,Snowy
5/11/2023 6:33:07 PM,New York,Afternoon,40.3,0.07,89,1.5,Foggy
5/12/2023 6:33:07 PM,New York,Afternoon,83.6,1,65,19.7,Rainy
5/13/2023 6:33:07 PM,New York,Afternoon,82.1,0.79,99,4.6,Windy
5/14/2023 6:33:07 PM,New York,Afternoon,93.2,1.11,82,4.3,Windy
5/15/2023 6:33:07 PM,New York,Afternoon,30.6,0.6,96,18.9,Foggy
5/16/2023 6:33:07 PM,New York,Afternoon,45.2,0.97,75,8.9,Sunny
5/17/2023 6:33:07 PM,New York,Afternoon,87.9,0.67,76,16.1,Cloudy
5/18/2023 6:33:07 PM,New York,Afternoon,76.9,0.39,42,5.8,Foggy
5/19/2023 6:33:07 PM,New York,Afternoon,92.6,1.3,97,17.5,Windy
5/20/2023 6:33:07 PM,New York,Afternoon,34,1.35,32,16.6,Sunny
5/21/2023 6:33:07 PM,New York,Afternoon,71.8,1.66,15,10.4,Cloudy
5/22/2023 6:33:07 PM,New York,Afternoon,69.8,1.75,94,14.1,Windy
5/23/2023 6:33:07 PM,New York,Afternoon,32.5,1.41,56,19.3,Rainy
5/24/2023 6:33:07 PM,New York,Afternoon,65.9,1.37,67,9,Windy
5/25/2023 6:33:07 PM,New York,Afternoon,72.7,0.11,14,9.9,Windy
5/26/2023 6:33:07 PM,New York,Afternoon,43.4,0.22,86,14.5,Windy
5/27/2023 6:33:07 PM,New York,Afternoon,49.1,1.63,86,7.7,Windy
5/28/2023 6:33:07 PM,New York,Afternoon,74.8,0.47,92,19.2,Sunny
5/29/2023 6:33:07 PM,New York,Afternoon,62.8,0.71,18,0.8,Snowy
5/30/2023 6:33:07 PM,New York,Afternoon,90.1,0.29,12,8.1,Rainy
5/31/2023 6:33:07 PM,New York,Afternoon,54,0.39,70,14.3,Snowy
6/1/2023 6:33:07 PM,New York,Afternoon,48.7,1.55,73,8.6,Sunny
6/2/2023 6:33:07 PM,New York,Afternoon,98.9,0.52,55,5.2,Windy
6/3/2023 6:33:07 PM,New York,Afternoon,93.8,0.9,65,8.3,Cloudy
6/4/2023 6:33:07 PM,New York,Afternoon,32,0.3,48,17.6,Cloudy
6/5/2023 6:33:07 PM,New York,Afternoon,84,1.36,22,10.9,Snowy
6/6/2023 6:33:07 PM,New York,Afternoon,37.7,1.46,50,6.7,Foggy
6/7/2023 6:33:07 PM,New York,Afternoon,31.9,0.72,20,13.4,Cloudy
6/8/2023 6:33:07 PM,New York,Afternoon,49.2,1.57,50,12.2,Snowy
6/9/2023 6:33:07 PM,New York,Afternoon,48.9,0.48,84,11.2,Rainy
6/10/2023 6:33:07 PM,New York,Afternoon,87.4,1.38,56,7.8,Cloudy
6/11/2023 6:33:07 PM,New York,Afternoon,79.7,1.46,58,1.4,Foggy
6/12/2023 6:33:07 PM,New York,Afternoon,98.7,1.94,74,12.4,Windy
6/13/2023 6:33:07 PM,New York,Afternoon,79.8,0.46,44,8.4,Sunny
6/14/2023 6:33:07 PM,New York,Afternoon,59.3,0.19,44,8.6,Rainy
6/15/2023 6:33:07 PM,New York,Afternoon,78.9,0.53,76,4.7,Cloudy
6/16/2023 6:33:07 PM,New York,Afternoon,100,0.25,13,5,Cloudy
6/17/2023 6:33:07 PM,New York,Afternoon,79.7,0.34,33,15.7,Snowy
6/18/2023 6:33:07 PM,New York,Afternoon,83.3,0.67,93,9.6,Rainy
6/19/2023 6:33:07 PM,New York,Afternoon,95.7,0.83,45,2.2,Sunny
6/20/2023 6:33:07 PM,New York,Afternoon,38,1.81,86,0.9,Sunny
6/21/2023 6:33:07 PM,New York,Afternoon,79.3,0.39,65,4.5,Snowy
6/22/2023 6:33:07 PM,New York,Afternoon,89.6,1.94,13,9.7,Snowy
6/23/2023 6:33:07 PM,New York,Afternoon,96.8,1.62,49,12.3,Snowy
6/24/2023 6:33:07 PM,New York,Afternoon,44.8,1.76,52,2.9,Cloudy
6/25/2023 6:33:07 PM,New York,Afternoon,65.3,1.86,67,8.7,Rainy
6/26/2023 6:33:07 PM,New York,Afternoon,77.6,1.51,71,1.5,Sunny
6/27/2023 6:33:07 PM,New York,Afternoon,47.3,1.58,16,0.8,Windy
6/28/2023 6:33:07 PM,New York,Afternoon,72,0.88,18,17.3,Sunny
6/29/2023 6:33:07 PM,New York,Afternoon,48,1.02,31,13.2,Foggy
6/30/2023 6:33:07 PM,New York,Afternoon,53.3,1.86,13,15.6,Rainy
7/1/2023 6:33:07 PM,New York,Afternoon,60.9,0.76,45,3.6,Snowy
7/2/2023 6:33:07 PM,New York,Afternoon,67,0.08,79,6.4,Cloudy
7/3/2023 6:33:07 PM,New York,Afternoon,61.5,1.53,76,8.9,Sunny
7/4/2023 6:33:07 PM,New York,Afternoon,64.5,1.15,44,13.2,Windy
7/5/2023 6:33:07 PM,New York,Afternoon,50.9,1.63,42,10.7,Cloudy
7/6/2023 6:33:07 PM,New York,Afternoon,41.1,0.15,16,11,Sunny
7/7/2023 6:33:07 PM,New York,Afternoon,33.3,1.24,64,3.1,Rainy
7/8/2023 6:33:07 PM,New York,Afternoon,43.7,0.5,56,9.5,Sunny
7/9/2023 6:33:07 PM,New York,Afternoon,70.7,1.81,71,16.5,Windy
7/10/2023 6:33:07 PM,New York,Afternoon,85,0.22,76,10.2,Cloudy
7/11/2023 6:33:07 PM,New York,Afternoon,41.8,1.69,73,4,Sunny
7/12/2023 6:33:07 PM,New York,Afternoon,37.6,0.18,52,8.3,Windy
7/13/2023 6:33:07 PM,New York,Afternoon,82.5,0.05,27,15.1,Sunny
7/14/2023 6:33:07 PM,New York,Afternoon,51.4,0.47,12,2.7,Sunny
7/15/2023 6:33:07 PM,New York,Afternoon,96.6,0.67,68,11.6,Foggy
7/16/2023 6:33:07 PM,New York,Afternoon,80,1.25,71,19.3,Snowy
7/17/2023 6:33:07 PM,New York,Afternoon,52.9,0.26,48,7.6,Windy
7/18/2023 6:33:07 PM,New York,Afternoon,50.3,0.87,73,0.9,Sunny
7/19/2023 6:33:07 PM,New York,Afternoon,66.7,0.41,82,12.7,Foggy
7/20/2023 6:33:07 PM,New York,Afternoon,35.5,1.71,90,0.9,Cloudy
7/21/2023 6:33:07 PM,New York,Afternoon,38.2,0.09,69,3.8,Rainy
7/22/2023 6:33:07 PM,New York,Afternoon,42.3,0.71,51,1,Snowy
7/23/2023 6:33:07 PM,New York,Afternoon,84.2,1.26,14,3.4,Foggy
7/24/2023 6:33:07 PM,New York,Afternoon,66,1.83,55,17.1,Snowy
7/25/2023 6:33:07 PM,New York,Afternoon,30.7,1.74,13,14.7,Snowy
7/26/2023 6:33:07 PM,New York,Afternoon,77.1,1.79,23,6.8,Rainy
7/27/2023 6:33:07 PM,New York,Afternoon,59.7,0.13,20,17.9,Windy
7/28/2023 6:33:07 PM,New York,Afternoon,65.8,1.68,69,13.3,Cloudy
7/29/2023 6:33:07 PM,New York,Afternoon,45,1.56,31,9,Rainy
7/30/2023 6:33:07 PM,New York,Afternoon,68.6,1.8,14,1.4,Cloudy
7/31/2023 6:33:07 PM,New York,Afternoon,98.5,0.62,62,14.6,Cloudy
8/1/2023 6:33:07 PM,New York,Afternoon,35.1,1.82,21,7.5,Snowy
8/2/2023 6:33:07 PM,New York,Afternoon,49.9,0.81,30,6.1,Sunny
8/3/2023 6:33:07 PM,New York,Afternoon,47,1.27,88,5.8,Cloudy
8/4/2023 6:33:07 PM,New York,Afternoon,47.4,0.85,33,0.2,Cloudy
8/5/2023 6:33:07 PM,New York,Afternoon,56.5,0.86,22,14.9,Cloudy
8/6/2023 6:33:07 PM,New York,Afternoon,87.3,1.09,35,2.9,Cloudy
8/7/2023 6:33:07 PM,New York,Afternoon,93.9,0.71,49,10.4,Snowy
8/8/2023 6:33:07 PM,New York,Afternoon,44.2,1.59,35,0.3,Cloudy
8/9/2023 6:33:07 PM,New York,Afternoon,68,1.27,54,12.6,Sunny
8/10/2023 6:33:07 PM,New York,Afternoon,74.6,1.38,39,7.4,Foggy
8/11/2023 6:33:07 PM,New York,Afternoon,66.5,0.46,73,12.6,Windy
8/12/2023 6:33:07 PM,New York,Afternoon,60.4,1.94,82,1.8,Windy
8/13/2023 6:33:07 PM,New York,Afternoon,43.4,1.32,97,5.3,Cloudy
8/14/2023 6:33:07 PM,New York,Afternoon,64.2,0.39,47,2.2,Snowy
8/15/2023 6:33:07 PM,New York,Afternoon,58.1,1.5,27,12.9,Sunny
8/16/2023 6:33:07 PM,New York,Afternoon,85.7,0.35,18,2.2,Sunny
8/17/2023 6:33:07 PM,New York,Afternoon,83.5,0.13,95,12.3,Cloudy
8/18/2023 6:33:07 PM,New York,Afternoon,39.4,1.06,65,2.7,Snowy
8/19/2023 6:33:07 PM,New York,Afternoon,36.2,1.11,47,18.9,Windy
8/20/2023 6:33:07 PM,New York,Afternoon,93.6,0.38,30,8.3,Foggy
8/21/2023 6:33:07 PM,New York,Afternoon,67.5,0.7,80,2.5,Rainy
8/22/2023 6:33:07 PM,New York,Afternoon,90,1.89,21,0.8,Cloudy
8/23/2023 6:33:07 PM,New York,Afternoon,34.1,0.57,45,6.6,Cloudy
8/24/2023 6:33:07 PM,New York,Afternoon,66.9,0.31,20,17.8,Cloudy
8/25/2023 6:33:07 PM,New York,Afternoon,67.8,1.99,76,2.9,Snowy
8/26/2023 6:33:07 PM,New York,Afternoon,90.2,0.6,36,15.8,Rainy
8/27/2023 6:33:07 PM,New York,Afternoon,36.8,1.36,72,8.3,Snowy
8/28/2023 6:33:07 PM,New York,Afternoon,46.8,0.46,80,16.1,Cloudy
8/29/2023 6:33:07 PM,New York,Afternoon,58.5,1.1,75,17.5,Rainy
8/30/2023 6:33:07 PM,New York,Afternoon,90.6,0.77,83,20,Sunny
8/31/2023 6:33:07 PM,New York,Afternoon,95.7,1.92,76,1.4,Sunny
9/1/2023 6:33:07 PM,New York,Afternoon,99.5,0.87,90,15.9,Foggy
9/2/2023 6:33:07 PM,New York,Afternoon,97.1,1.17,74,1.4,Rainy
9/3/2023 6:33:07 PM,New York,Afternoon,30.4,1.89,43,6.3,Cloudy
9/4/2023 6:33:07 PM,New York,Afternoon,33.3,1.98,86,12.9,Snowy
9/5/2023 6:33:07 PM,New York,Afternoon,40.3,0.2,87,8.9,Cloudy
9/6/2023 6:33:07 PM,New York,Afternoon,54.4,1.67,90,11.3,Rainy
9/7/2023 6:33:07 PM,New York,Afternoon,88.1,0.76,43,19.3,Foggy
9/8/2023 6:33:07 PM,New York,Afternoon,92.5,1.19,73,16.4,Cloudy
9/9/2023 6:33:07 PM,New York,Afternoon,43.1,0.75,26,7.3,Cloudy
9/10/2023 6:33:07 PM,New York,Afternoon,73.4,0.8,60,12,Sunny
9/11/2023 6:33:07 PM,New York,Afternoon,94.2,0.32,65,1,Windy
9/12/2023 6:33:07 PM,New York,Afternoon,62.5,1.15,98,9.1,Snowy
9/13/2023 6:33:07 PM,New York,Afternoon,37.2,1.09,57,12.2,Foggy
9/14/2023 6:33:07 PM,New York,Afternoon,62,0.38,71,14.3,Cloudy
9/15/2023 6:33:07 PM,New York,Afternoon,56.3,1.08,65,18,Sunny
9/16/2023 6:33:07 PM,New York,Afternoon,70.4,1.95,20,5.7,Windy
9/17/2023 6:33:07 PM,New York,Afternoon,60.7,1.43,94,18,Sunny
9/18/2023 6:33:07 PM,New York,Afternoon,31.2,0.96,29,13.2,Cloudy
9/19/2023 6:33:07 PM,New York,Afternoon,99.6,1.83,77,1.6,Snowy
9/20/2023 6:33:07 PM,New York,Afternoon,68,1.15,43,7.6,Windy
9/21/2023 6:33:07 PM,New York,Afternoon,63.2,0.27,51,9.5,Cloudy
9/22/2023 6:33:07 PM,New York,Afternoon,96.8,1.1,50,7,Rainy
9/23/2023 6:33:07 PM,New York,Afternoon,40.9,0.36,71,2.3,Foggy
9/24/2023 6:33:07 PM,New York,Afternoon,43.2,1.54,26,11,Foggy
9/25/2023 6:33:07 PM,New York,Afternoon,86.6,1.93,21,2.6,Cloudy
9/26/2023 6:33:07 PM,New York,Afternoon,48.3,0.72,77,18.3,Sunny
9/27/2023 6:33:07 PM,New York,Afternoon,85.9,0.87,50,17.3,Cloudy
9/28/2023 6:33:07 PM,New York,Afternoon,49,0.84,23,9.5,Rainy
9/29/2023 6:33:07 PM,New York,Afternoon,32.3,0.57,13,1.4,Foggy
9/30/2023 6:33:07 PM,New York,Afternoon,66.2,1.59,91,11,Rainy
10/1/2023 6:33:07 PM,New York,Afternoon,43.8,1.24,86,11.8,Cloudy
10/2/2023 6:33:07 PM,New York,Afternoon,83,0.13,83,17.8,Rainy
10/3/2023 6:33:07 PM,New York,Afternoon,74.9,1.68,23,1.4,Sunny
10/4/2023 6:33:07 PM,New York,Afternoon,94.7,0.37,18,13.8,Rainy
10/5/2023 6:33:07 PM,New York,Afternoon,84.8,1.96,52,11.3,Foggy
10/6/2023 6:33:07 PM,New York,Afternoon,42.7,0.75,29,3.5,Rainy
10/7/2023 6:33:07 PM,New York,Afternoon,86,1.23,10,2.4,Snowy
10/8/2023 6:33:07 PM,New York,Afternoon,74.9,0.16,90,13.9,Sunny
10/9/2023 6:33:07 PM,New York,Afternoon,76.8,0.69,81,6.8,Foggy
10/10/2023 6:33:07 PM,New York,Afternoon,88.3,1.6,26,20,Rainy
10/11/2023 6:33:07 PM,New York,Afternoon,70.2,0.95,94,17.9,Foggy
10/12/2023 6:33:07 PM,New York,Afternoon,62.6,1.81,98,11.3,Cloudy
10/13/2023 6:33:07 PM,New York,Afternoon,74.6,1.15,29,12.8,Rainy
10/14/2023 6:33:07 PM,New York,Afternoon,50.9,1.86,68,3.2,Windy
10/15/2023 6:33:07 PM,New York,Afternoon,42.8,1.97,98,17.9,Windy
10/16/2023 6:33:07 PM,New York,Afternoon,73.2,0.91,94,9.2,Foggy
10/17/2023 6:33:07 PM,New York,Afternoon,46.4,1.13,22,10.4,Sunny
10/18/2023 6:33:07 PM,New York,Afternoon,35.6,1.67,86,17.5,Windy
10/19/2023 6:33:07 PM,New York,Afternoon,30,0.44,56,0.1,Windy
10/20/2023 6:33:07 PM,New York,Afternoon,72.6,1.72,59,9.9,Rainy
10/21/2023 6:33:07 PM,New York,Afternoon,55.4,1.18,86,12.5,Sunny
10/22/2023 6:33:07 PM,New York,Afternoon,82.7,1.45,49,3.2,Snowy
10/23/2023 6:33:07 PM,New York,Afternoon,56.3,0.16,16,1.4,Rainy
10/24/2023 6:33:07 PM,New York,Afternoon,64,1.53,64,10.7,Snowy
10/25/2023 6:33:07 PM,New York,Afternoon,58.5,0.62,60,11,Cloudy
10/26/2023 6:33:07 PM,New York,Afternoon,75.5,1.61,85,6.6,Foggy
10/27/2023 6:33:07 PM,New York,Afternoon,54.9,1.02,11,17.6,Windy
10/28/2023 6:33:07 PM,New York,Afternoon,97.5,0.55,23,6,Rainy
10/29/2023 6:33:07 PM,New York,Afternoon,95.5,1.91,26,10.3,Sunny
10/30/2023 6:33:07 PM,New York,Afternoon,89.4,1.53,86,3.7,Windy
10/31/2023 6:33:07 PM,New York,Afternoon,94.4,1.97,10,0.2,Cloudy
11/1/2023 6:33:07 PM,New York,Afternoon,61.4,0.73,10,8.5,Foggy
11/2/2023 6:33:07 PM,New York,Afternoon,67.6,1.3,35,10.5,Windy
11/3/2023 6:33:07 PM,New York,Afternoon,81.9,1.22,55,15.3,Windy
11/4/2023 6:33:07 PM,New York,Afternoon,78.7,1.38,22,9,Snowy
11/5/2023 6:33:07 PM,New York,Afternoon,92.3,0.08,43,5.6,Cloudy
11/6/2023 6:33:07 PM,New York,Afternoon,80.1,0.58,71,12.1,Sunny
11/7/2023 6:33:07 PM,New York,Afternoon,99.9,1.82,82,7.6,Windy
11/8/2023 6:33:07 PM,New York,Afternoon,54.4,0.85,60,4.7,Windy
11/9/2023 6:33:07 PM,New York,Afternoon,88.3,1.92,92,18.2,Foggy
11/10/2023 6:33:07 PM,New York,Afternoon,78.8,0.43,96,10.7,Sunny
11/11/2023 6:33:07 PM,New York,Afternoon,78.4,1.99,50,4,Sunny
11/12/2023 6:33:07 PM,New York,Afternoon,52.8,1.4,64,13.4,Rainy
11/13/2023 6:33:07 PM,New York,Afternoon,85,1.55,37,16.1,Rainy
11/14/2023 6:33:07 PM,New York,Afternoon,93,0.79,70,15.2,Windy
11/15/2023 6:33:07 PM,New York,Afternoon,45.3,1.81,16,12,Rainy
11/16/2023 6:33:07 PM,New York,Afternoon,73.8,1.09,87,10.4,Windy
11/17/2023 6:33:07 PM,New York,Afternoon,57.4,1.36,11,15.5,Sunny
11/18/2023 6:33:07 PM,New York,Afternoon,99.3,0.19,85,14.2,Rainy
11/19/2023 6:33:07 PM,New York,Afternoon,63.5,1.26,11,11.4,Foggy
11/20/2023 6:33:07 PM,New York,Afternoon,46,1.76,37,13.2,Cloudy
11/21/2023 6:33:07 PM,New York,Afternoon,56.7,0.36,63,3.4,Cloudy
11/22/2023 6:33:07 PM,New York,Afternoon,75.8,1.48,85,0.4,Sunny
11/23/2023 6:33:07 PM,New York,Afternoon,35.3,0.05,67,18.6,Windy
11/24/2023 6:33:07 PM,New York,Afternoon,72.3,1.85,56,18.7,Cloudy
11/25/2023 6:33:07 PM,New York,Afternoon,95.2,1.97,70,15.8,Rainy
11/26/2023 6:33:07 PM,New York,Afternoon,89.5,0.71,49,7.4,Snowy
11/27/2023 6:33:07 PM,New York,Afternoon,34.7,0.21,95,3,Windy
11/28/2023 6:33:07 PM,New York,Afternoon,99.5,1.32,27,7.1,Rainy
11/29/2023 6:33:07 PM,New York,Afternoon,78.9,0.06,23,14.5,Windy
11/30/2023 6:33:07 PM,New York,Afternoon,41.4,0.96,34,6.7,Foggy
12/1/2023 6:33:07 PM,New York,Afternoon,30.9,0.54,19,15.9,Foggy
12/2/2023 6:33:07 PM,New York,Afternoon,42,0.95,57,13.5,Rainy
12/3/2023 6:33:07 PM,New York,Afternoon,88.7,0.04,57,12.6,Sunny
12/4/2023 6:33:07 PM,New York,Afternoon,31.5,0.1,70,18.6,Sunny
12/5/2023 6:33:07 PM,New York,Afternoon,46.3,0.03,62,17.9,Sunny
12/6/2023 6:33:07 PM,New York,Afternoon,83,1.24,18,14.2,Sunny
12/7/2023 6:33:07 PM,New York,Afternoon,71,1.12,20,4,Rainy
12/8/2023 6:33:07 PM,New York,Afternoon,84.8,0.47,36,18.8,Cloudy
12/9/2023 6:33:07 PM,New York,Afternoon,82.2,1.29,68,4.5,Rainy
12/10/2023 6:33:07 PM,New York,Afternoon,33.5,1.77,67,7.5,Rainy
12/11/2023 6:33:07 PM,New York,Afternoon,92.5,0.55,22,16.5,Snowy
12/12/2023 6:33:07 PM,New York,Afternoon,45.9,1.66,74,4.2,Snowy
12/13/2023 6:33:07 PM,New York,Afternoon,68.7,1.33,20,12.8,Foggy
12/14/2023 6:33:07 PM,New York,Afternoon,75.1,0.07,66,9.2,Rainy
12/15/2023 6:33:07 PM,New York,Afternoon,41.8,0.75,76,12.5,Sunny
12/16/2023 6:33:07 PM,New York,Afternoon,98.3,1.02,75,19.2,Snowy
12/17/2023 6:33:07 PM,New York,Afternoon,64.2,1.46,33,16.2,Snowy
12/18/2023 6:33:07 PM,New York,Afternoon,34,0.57,93,5.9,Rainy
12/19/2023 6:33:07 PM,New York,Afternoon,95.6,1.97,58,1.1,Windy
12/20/2023 6:33:07 PM,New York,Afternoon,71,1.37,49,19.3,Snowy
12/21/2023 6:33:07 PM,New York,Afternoon,78.9,0.75,88,11.7,Sunny
12/22/2023 6:33:07 PM,New York,Afternoon,66.8,0.19,79,3.5,Foggy
12/23/2023 6:33:07 PM,New York,Afternoon,88.4,0.36,93,12.5,Rainy
12/24/2023 6:33:07 PM,New York,Afternoon,32.3,0.98,95,0.8,Windy
12/25/2023 6:33:07 PM,New York,Afternoon,48.8,0.99,11,3.8,Cloudy
12/26/2023 6:33:07 PM,New York,Afternoon,62.9,1.54,63,12.7,Sunny
12/27/2023 6:33:07 PM,New York,Afternoon,35.4,1.45,24,8,Sunny
